Compilation	Reference	Reference DOI	Locality	Glacier	Region	Latitude	Longitude	Elevation (m)	Precipitation (mm/yr)	Slope (m/km)	Type	Lithology	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
This study	Roland and Haakensen, 1985		Norway	Nigardsbreen	Fennoscandia	61.57920	7.31470		1930.00000	361.17640	High-latitude	sed, volc, ign, met,	Volumetric	4.78431E+01	1.50000E+01					1.62667E-01	9.00000E-02	2.70000E-01	
This study	Roland and Haakensen, 1985		Norway	Høgtuvbreen	Fennoscandia	66.46491	13.62579		4765.00000	256.99093	High-latitude	#N/A	Volumetric	2.60870E+00	3.00000E+00					1.83333E-01	1.40000E-01	2.60000E-01	
This study	Roland and Haakensen, 1985		Norway	Engabreen	Fennoscandia	67.85560	15.59420		2118.20000	273.61856	High-latitude	sed, met,	Volumetric	3.80723E+01	1.30000E+01					2.16154E-01	1.50000E-01	3.40000E-01	
This study	Roland and Haakensen, 1985		Norway	Visa	Fennoscandia	61.77500	6.92000		3686.50000	353.70683	High-latitude	sed, volc, ign, met,	Volumetric	3.32143E+01	2.00000E+00					2.95000E-01	2.10000E-01	3.80000E-01	
This study	Roland and Haakensen, 1985		Norway	Austre Memurubreen	Fennoscandia	61.58280	8.32275		1639.30000	263.11956	High-latitude	plut, ign,	Volumetric	8.97727E+00	6.00000E+00					3.13333E-01	2.20000E-01	4.80000E-01	
This study	Roland and Haakensen, 1985		Norway	Bondhusbreen	Fennoscandia	60.00600	6.55100		2333.50000	325.69328	High-latitude	sed, granite, ign, met,	Volumetric	1.09929E+01	5.00000E+00					3.62000E-01	2.50000E-01	5.20000E-01	
This study	Roland and Haakensen, 1985		Norway	Erdalsbreen	Fennoscandia	61.64100	7.76980		1430.80000	271.50263	High-latitude	sed, volc, ign, met,	Volumetric	1.09917E+01	7.00000E+00					6.08571E-01	3.90000E-01	1.12000E+00	
This study	Roland and Haakensen, 1985		Norway	Trollbergdalsbreen	Fennoscandia	61.44560	7.18140		2973.40000	311.76491	High-latitude	sed, met,	Volumetric	2.00000E+00	5.00000E+00					1.01600E+00	3.10000E-01	1.63000E+00	
This study	Rolland et al., 2019	10.1016/j.epsl.2018.10.044	Lambert trough, East Antarctica	East Antarctic Ice Sheet	Antarctica	-71.00000	70.00000		94.90000	0.55520	Continental	#N/A	Thermochronometric	3.20000E+04	3.40000E+07		2.00000E+03			5.88235E-02			
This study	Ruszkiczay-Rüdiger et al., 2021	10.1016/j.geomorph.2021.107719	Carpathian Mountains, Romania	Retezat Mts	Alps	45.37070	22.90430		1379.50000	270.00180	Alpine	met,	Cosmogenic surface	1.00000E-08	8.00000E+03					2.35000E-02	1.90000E-02	2.80000E-02	
This study	Rydningen et al., 2016	10.1016/0921-8181(95)00014-3	Troms margin	Fennoscandian Ice Sheet	Fennoscandia	63.11533	19.05290		597.60000	20.16121	Continental		Volumetric	1.40000E+04	2.70001E+06		9.50000E+01	5.00000E+01	1.40000E+02	3.51851E-02	1.85185E-02	5.18518E-02	
This study	Schachtman et al., 2019	10.1130/G45940.1	Little Lake, Coast Range, Oregon	unnamed	North American Cordillera	44.16757	-123.58236		2150.70000	150.01632	Alpine	sed,	Cosmogenic surface	1.00000E-08	1.50000E+04					2.20000E-01	2.00000E-01	2.40000E-01	
This study	Shea et al., 2001	10.1016/S0040-1951(03)00124-0	St. Elias Range, Alaska	average	North American Cordillera	60.49829	-139.50556		2818.60000	123.41870	Alpine	sed,	Volumetric	4.75000E+04	1.00000E+04					5.10000E+00			
This study	Shuster et al., 2005	10.1126/science.1118519	British Columbia, Canada	Klinaklini Valley	North American Cordillera	51.75000	-125.09750		1297.60000	317.20309	Alpine	plut, ign,	Thermochronometric	8.00000E+02	1.80000E+06		2.00000E+03	2.00000E+03		5.00000E+00	5.00000E+00		
This study	Shuster et al., 2011	10.1126/science.1198401	Fiordland, New Zealand	Neale Burn	Pacific	-44.79836	167.95005		6550.50000	580.00047	Alpine	#N/A	Thermochronometric	2.99000E+02	2.00000E+06					7.60000E-01			
This study	Sirevaag et al., 2021	10.1038/s43247-021-00315-3	Dronning Maud Land Mountains	unnamed	Antarctica	-84.99878	-160.00245		420.70000	13.14415	Continental		Thermochronometric	2.00000E+04	3.40000E+07			1.50000E+03	2.40000E+03	6.00000E-02	4.50000E-02	7.50000E-02	
This study	Small, 1987		Switzerland	Tsidjore	Alps	46.00540	7.74570		1297.70000	408.69276	Alpine	basalt, volc, ign,	Volumetric	4.15000E+00	5.00000E+03	3.35000E-06				1.80580E+00	8.07229E-01	2.80437E+00	Min includes lateral moraines only, max assumes modern proportions of lateral moranes to total sediment deposition, following Table 8.4
This study	Small, 1987		Switzerland	Tsidjore	Alps	46.00540	7.74570		1297.70000	408.69276	Alpine	basalt, volc, ign,	Volumetric	4.15000E+00	2.00000E+00	7.98150E-06				1.92325E+00	1.55446E+00	2.29205E+00	Modern rates, including suspended sediment measurements from 1981 and 1982
This study	Smith et al., 2007	10.1130/G23036A.1	Antarctic Peninsula	Rutford Ice Stream	Antarctica	-79.00000	-80.00000		222.50000	10.41463	Outlet ice stream		Relief		6.00000E+00		6.00000E+00			1.00000E+03			Change in depth between two seismic profiles 1991--1997
This study	Smith et al., 2012	10.1029/2012GL051651	Pine Island Glacier	West Antarctic Ice Sheet	Antarctica	-75.25360	-100.87010		727.10000	7.89576	Outlet ice stream		Relief		4.90000E+01		3.18000E+01	1.84000E+01	4.52000E+01	6.48980E+02	3.75510E+02	9.22449E+02	Change in depth between profiles over a 49 year period. Reported value is rounded to only a single sig fig, so recalculated directly from reported exhumation and duration. Rounding considered harmful!
This study	Spotila et al., 2004	10.1130/G20343.1	Chugach–St. Elias Range, Alaska	unnamed	North American Cordillera	61.16691	-145.33329		2812.10000	334.79139	Alpine	sed,	Thermochronometric	1.00000E+00	1.00000E+06					8.00000E-01	4.00000E-01	1.20000E+00	Averages for profiles A-A' and B-B'
This study	Stalder et al., 2022	10.1016/j.quageo.2022.101405	South-Central Chilean Andes	unnamed	South American Cordillera	-34.00000	-70.20000		1843.70000	437.71468	Alpine	volc, ign,	Thermochronometric	1.00000E+00	1.00000E+05					3.20000E+01	4.00000E+00	6.00000E+01	This study aims to reconcile the mismatch between the results from Carretier et al., 2013 and Stadler et al., 2020. They estimated a decrease of erosion rate from 40-60 mm/yr to 3-5 mm/yr over the last 100 kyr
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	9.70000E+03		1.00000E-02	0.00000E+00	2.00000E-02	5.00000E-03	0.00000E+00	1.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	5.70000E+03		1.20000E-02	0.00000E+00	2.40000E-02	5.00000E-03	0.00000E+00	1.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	5.40000E+03		4.45000E-02	2.50000E-02	6.40000E-02	5.00000E-03	0.00000E+00	1.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	5.60000E+03		2.50000E-02	7.00000E-03	4.30000E-02	5.00000E-03	0.00000E+00	1.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	8.90000E+03		2.20000E-02	2.00000E-03	4.20000E-02	1.00000E-02	0.00000E+00	2.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	1.01000E+04		1.40000E-02	0.00000E+00	2.80000E-02	1.00000E-02	0.00000E+00	2.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	5.00000E+03		8.95000E-02	7.10000E-02	1.08000E-01	1.00000E-02	1.00000E-02	1.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	8.80000E+03		3.75000E-02	1.50000E-02	6.00000E-02	1.50000E-02	1.00000E-02	2.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	8.40000E+03		5.20000E-02	2.90000E-02	7.50000E-02	2.00000E-02	1.00000E-02	3.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	9.80000E+03		5.15000E-02	2.50000E-02	7.80000E-02	4.00000E-02	2.00000E-02	6.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	8.80000E+03		9.25000E-02	7.70000E-02	1.08000E-01	6.50000E-02	5.00000E-02	8.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	7.40000E+03		1.57500E-01	1.41000E-01	1.74000E-01	6.50000E-02	6.00000E-02	7.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2020	https://doi.org/10.1002/esp.4812	Lapis de Tsanfleuron, Switzerland	Tsanfleuron	Alps	46.31966	7.22648		2114.80000	378.17094	Alpine	sed,	Cosmogenic surface	1.00000E-08	7.20000E+03		1.70500E-01	1.38000E-01	2.03000E-01	7.00000E-02	6.00000E-02	8.00000E-02	Alpine plateau. Limestone bedrock, 36Cl. Time interval is apparent exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	4.66000E+03					2.50000E-01	2.00000E-01	3.00000E-01	10Be, Trift-04, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	3.07000E+03					2.50000E-01	2.00000E-01	3.00000E-01	in-situ 14C, Trift-04, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	1.05000E+03					3.50000E-01	3.00000E-01	4.00000E-01	10Be, Trift-10, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	8.40000E+02					3.50000E-01	3.00000E-01	4.00000E-01	in-situ 14C, Trift-10, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	2.17000E+03					5.50000E-01	5.00000E-01	6.00000E-01	10Be, Trift-03, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	4.00000E+02					6.00000E-01	5.00000E-01	7.00000E-01	10Be, Trift-05, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	3.10000E+02					6.50000E-01	6.00000E-01	7.00000E-01	10Be, Trift-09, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	1.25000E+03					6.50000E-01	6.00000E-01	7.00000E-01	in-situ 14C, Trift-03, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	2.40000E+02					7.00000E-01	6.00000E-01	8.00000E-01	10Be, Trift-06, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	2.20000E+02					7.50000E-01	7.00000E-01	8.00000E-01	10Be, Trift-08, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	3.10000E+02					7.50000E-01	7.00000E-01	8.00000E-01	in-situ 14C, Trift-05, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	1.40000E+02					9.00000E-01	7.00000E-01	1.10000E+00	10Be, Trift-01, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	2.50000E+02					9.50000E-01	7.00000E-01	1.20000E+00	in-situ 14C, Trift-08, time is exposure age
This study	Steinemann et al., 2021a	10.1016/j.geomorph.2020.107533	Swiss Alps	Trift	Alps	46.66460	8.37038		2672.30000	415.49618	Alpine	met,	Cosmogenic surface	1.00000E-08	2.40000E+02					9.50000E-01	8.00000E-01	1.10000E+00	in-situ 14C, Trift-09, time is exposure age
This study	Steinemann et al., 2021b	10.3390/geosciences11090356	Swiss Alps	Vorab	Alps	46.90655	9.15720		1640.00000	384.92038	Alpine	met,	Cosmogenic surface	1.00000E-08	6.75000E+03					8.50000E-02	1.00000E-02	1.60000E-01	
This study	Stern et al., 2005	10.1130/G21068.1	Transantarctic Mountains	Antarctic Ice Sheet	Antarctica	-83.74999	170.92619		274.80000	18.12792	Continental	#N/A	Relief		4.45000E+07		3.00000E+03			6.74157E-02			Isostatic/flexural method. Duration and magnitude are both a bit unclear
This study	Strunk et al., 2017	10.1038/ncomms14199	W. Greenland	Greenland Ice Sheet	Greenland	67.24603	-49.81962		395.00000	23.89921	Continental		Cosmogenic surface	1.00000E-08	1.00000E+05					2.60000E-02	2.00000E-03	5.00000E-02	Duration is average exposure age. The present day ice-free areas only were ice covered ca. 45% of the past 1 million years
This study	Sugden et al., 2014	10.1016/j.geomorph.2013.12.004	Shackleton Range	Antarctic Ice Sheet	Antarctica	-80.50029	-25.00024		199.60000	9.72174	Continental	met,	Relief		1.40000E+07			6.00000E+02	1.00000E+03	5.71429E-02	4.28571E-02	7.14286E-02	
This study	Thomson et al., 2013	10.1038/ngeo1722	Lambert trough, East Antarctica	East Antarctic Ice Sheet	Antarctica	-71.00000	70.00000		94.90000	0.55520	Continental	#N/A	Thermochronometric	1.00000E+00	3.40000E+07		2.05000E+03	1.60000E+03	2.50000E+03	6.02941E-02	4.70588E-02	7.35294E-02	
This study	Tîrlă et al., 2020	10.1016/j.geomorph.2020.107038	Carpathian Mountains, Romania	Mușeteica-Buda area	Alps	45.57420	24.63862		1425.40000	323.25866	Alpine	#N/A	Relief		1.20000E+05		7.20000E+01			6.00000E-01	5.80000E-01	6.20000E-01	Cumulative erosion between last and penultimate glaciation
This study	Tochilin et al., 2012	10.1029/2012GC004364	Prydz Bay, East Antarctica	East Antarctic Ice Sheet	Antarctica	-82.41741	59.15345		40.00000	1.76167	Continental		Thermochronometric	1.00000E+00	5.00000E+06					3.40000E-01	3.20000E-01	3.60000E-01	
This study	Wellman & Tingey, 1981	10.1038/291142a0	Lambert trough, East Antarctica	East Antarctic Ice Sheet	Antarctica	-71.00000	70.00000		94.90000	0.55520	Continental	#N/A	Relief		3.00000E+07		1.50000E+03	1.30000E+03	2.00000E+03	5.00000E-02	4.33333E-02	6.66667E-02	
This study	White, 1972	10.1130/0016-7606(1972)83[1037:DEBCIS]2.0.CO;2	Laurentia	Laurentide Ice Sheet	Laurentide	54.00000	-89.00000		609.40000	5.70302	Continental	basalt, volc, ign,	Relief		2.70000E+06		6.00000E+02			2.22222E-01			It's a bit unclear what depth of exhumation White is advocating for here
This study	Willenbring Staiger et al., 2006	10.1016/j.quageo.2006.06.009	Baffin Island, Canada	Oliver Glacier	Laurentide	72.11807	-76.80117		320.50000	159.57480	High-latitude		Cosmogenic detrital	1.00000E-08	3.00000E+06					4.00000E-04			10Be and 26Al measured in till to average cosmogenics over large region
This study	Willenbring Staiger, 2005		Torngat Mountains, Labrador, Canada	unnamed	Laurentide	59.56226	-64.38593		1506.00000	258.02331	High-latitude	plut, ign,	Cosmogenic detrital		2.58000E+06		6.20000E+01			2.40310E-03	2.40310E-03		Erosion rate not explicitly given in the dissertation, but based on the following cosmogenically derived statement: `this erosion rate would have deepened the valleys by... more than 62 m over 25 glacial cycles since the beginning ofthe Quaternary period.`
This study	Willett et al., 2020	10.1126/sciadv.aay1641	Patagonian Andes	unnamed	South American Cordillera	-47.48506	-73.41106		5013.70000	386.60626	Alpine	plut, ign,	Thermochronometric	1.00000E+00	6.00000E+06					3.33500E-01	9.28000E-02	4.93700E-01	
This study	Williams and Koppes, 2020	10.1017/aog.2020.1	Icy Bay, Alaska	Tyndall	North American Cordillera	60.17550	-141.15770		4783.00000	281.11685	Alpine tidewater	sed,	Volumetric	9.89000E+00	5.30000E+01					1.10000E+01	2.10000E+01	3.10000E+01	
This study	Williams and Koppes, 2020	10.1017/aog.2020.1	Icy Bay, Alaska	Tyndall	North American Cordillera	60.17550	-141.15770		4783.00000	281.11685	Alpine tidewater	sed,	Volumetric	9.89000E+00	5.30000E+01					2.60000E+01	2.10000E+01	3.10000E+01	
This study	Williams and Koppes, 2020	10.1017/aog.2020.1	Icy Bay, Alaska	Tyndall	North American Cordillera	60.17550	-141.15770		4783.00000	281.11685	Alpine tidewater	sed,	Volumetric	9.89000E+00	5.30000E+01					5.30000E+01	2.10000E+01	3.10000E+01	
This study	Wimpenny et al., 2010	10.1016/j.epsl.2009.12.042	Watson River, Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		250.90000	1.80622	Continental		Volumetric	8.00000E+02	1.00000E+00					5.80000E-01			physical erosion rate = 1560 t/km^2/year
This study	Yanites and Ehlers, 2016	10.1016/j.epsl.2016.06.022	Klinaklini Valley, Coast Mountains, British Columbia	unnamed	North American Cordillera	51.40887	-125.80937		2171.50000	291.93366	Alpine	plut, ign,	Thermochronometric	1.20000E+03	1.00000E+05					6.00000E-01	2.00000E-01	1.00000E+00	Thermochronology and glacial ice/mass balance numerical model
This study	Young et al., 2016	10.1002/2016GL070258	Sermeq Kujalleq forefield, Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		250.90000	1.80622	Continental		Cosmogenic surface	1.00000E-08	7.43300E+03					7.20000E-01	3.70000E-01	1.07000E+00	abrasion only
This study	Young et al., 2016	10.1002/2016GL070258	Sermeq Kujalleq forefield, Greenland	Greenland Ice Sheet	Greenland	72.50000	-38.45000		250.90000	1.80622	Continental		Cosmogenic surface	1.00000E-08	7.43300E+03					1.40000E+00	1.00000E+00	1.80000E+00	abrasion + quarrying
